"No.","Time","Source","Destination","Protocol","Length","Info"
"2790","2020-08-10 01:39:31.547755","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=402384 Ack=21917 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2791","2020-08-10 01:39:31.547755","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=403844 Ack=21917 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2792","2020-08-10 01:39:31.547755","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=405304 Ack=21917 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2793","2020-08-10 01:39:31.547755","192.168.38.103","192.168.38.104","HTTP","1395","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"2794","2020-08-10 01:39:31.547934","192.168.38.104","192.168.38.103","TCP","54","63657  >  5985 [ACK] Seq=21917 Ack=395084 Win=2102272 Len=0"
"2795","2020-08-10 01:39:31.547983","192.168.38.104","192.168.38.103","TCP","54","63657  >  5985 [ACK] Seq=21917 Ack=408105 Win=2089216 Len=0"
"2796","2020-08-10 01:39:31.548004","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0xfd9e No such name A Mk5HboDA.reddshrimpandherring.com SOA a.gtld-servers.net"
"2797","2020-08-10 01:39:31.548107","192.168.38.104","192.168.38.103","TCP","54","[TCP Window Update] 63657  >  5985 [ACK] Seq=21917 Ack=408105 Win=2102272 Len=0"
"2798","2020-08-10 01:39:31.548787","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x2fda A Mk5HboDA.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2799","2020-08-10 01:39:31.551155","192.168.38.104","192.168.38.103","TCP","336","63657  >  5985 [PSH, ACK] Seq=21917 Ack=408105 Win=2102272 Len=282 [TCP segment of a reassembled PDU]"
"2800","2020-08-10 01:39:31.551185","192.168.38.104","192.168.38.103","HTTP","3686","POST /wsman/SubscriptionManager/WEC HTTP/1.1  (application/http-kerberos-session-encrypted)"
"2801","2020-08-10 01:39:31.551388","192.168.38.103","192.168.38.104","TCP","54","5985  >  63657 [ACK] Seq=408105 Ack=25831 Win=2102272 Len=0"
"2802","2020-08-10 01:39:31.558663","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=408105 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2803","2020-08-10 01:39:31.558663","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=409565 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2804","2020-08-10 01:39:31.558663","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=411025 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2805","2020-08-10 01:39:31.558663","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=412485 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2806","2020-08-10 01:39:31.558663","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=413945 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2807","2020-08-10 01:39:31.558663","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=415405 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2808","2020-08-10 01:39:31.558663","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=416865 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2809","2020-08-10 01:39:31.558663","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=418325 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2810","2020-08-10 01:39:31.558663","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=419785 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2811","2020-08-10 01:39:31.558663","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=421245 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2812","2020-08-10 01:39:31.558730","192.168.38.104","192.168.38.103","TCP","54","63657  >  5985 [ACK] Seq=25831 Ack=422705 Win=2102272 Len=0"
"2813","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=422705 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2814","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=424165 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2815","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=425625 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2816","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=427085 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2817","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=428545 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2818","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=430005 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2819","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=431465 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2820","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=432925 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2821","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=434385 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2822","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=435845 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2823","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=437305 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2824","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=438765 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2825","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=440225 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2826","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=441685 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2827","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=443145 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2828","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=444605 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2829","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=446065 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2830","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=447525 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2831","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=448985 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2832","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=450445 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2833","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=451905 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2834","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=453365 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2835","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=454825 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2836","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=456285 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2837","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=457745 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2838","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=459205 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2839","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63657 [ACK] Seq=460665 Ack=25831 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"2840","2020-08-10 01:39:31.558825","192.168.38.103","192.168.38.104","HTTP","1403","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"2841","2020-08-10 01:39:31.559012","192.168.38.104","192.168.38.103","TCP","54","63657  >  5985 [ACK] Seq=25831 Ack=463474 Win=2102272 Len=0"
"2842","2020-08-10 01:39:31.559296","8.8.8.8","192.168.38.104","DNS","203","Standard query response 0x2fda No such name A Mk5HboDA.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA pdns1.ultradns.net"
"2843","2020-08-10 01:39:31.560156","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x3790 A Mk5HboDA.reddshrimpandherring.com.windomain.local"
"2844","2020-08-10 01:39:31.561210","192.168.38.104","192.168.38.103","TCP","336","63657  >  5985 [PSH, ACK] Seq=25831 Ack=463474 Win=2102272 Len=282 [TCP segment of a reassembled PDU]"
"2845","2020-08-10 01:39:31.561249","192.168.38.104","192.168.38.103","HTTP","1790","POST /wsman/SubscriptionManager/WEC HTTP/1.1  (application/http-kerberos-session-encrypted)"
"2846","2020-08-10 01:39:31.561461","192.168.38.103","192.168.38.104","TCP","54","5985  >  63657 [ACK] Seq=463474 Ack=27849 Win=2102272 Len=0"
"2847","2020-08-10 01:39:31.561670","192.168.38.103","192.168.38.104","HTTP","139","HTTP/1.1 204  "
"2848","2020-08-10 01:39:31.561894","192.168.38.104","192.168.38.103","TCP","54","63657  >  5985 [FIN, ACK] Seq=27849 Ack=463559 Win=2102272 Len=0"
"2849","2020-08-10 01:39:31.562048","192.168.38.103","192.168.38.104","TCP","54","5985  >  63657 [FIN, ACK] Seq=463559 Ack=27850 Win=2102272 Len=0"
"2850","2020-08-10 01:39:31.562069","192.168.38.104","192.168.38.103","TCP","54","63657  >  5985 [ACK] Seq=27850 Ack=463560 Win=2102272 Len=0"
"2851","2020-08-10 01:39:31.569757","192.168.38.104","18.217.1.57","TCP","66","63659  >  80 [SYN] Seq=0 Win=62727 Len=0 MSS=8961 WS=256 SACK_PERM=1"
"2852","2020-08-10 01:39:31.570960","192.168.38.104","18.217.1.57","HTTP","503","GET /flag HTTP/1.1 "
"2853","2020-08-10 01:39:31.571565","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0x3790 No such name A Mk5HboDA.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2854","2020-08-10 01:39:31.572589","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x0af7 A JX5nT3mx.reddshrimpandherring.com"
"2855","2020-08-10 01:39:31.586043","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0x0af7 No such name A JX5nT3mx.reddshrimpandherring.com SOA a.gtld-servers.net"
"2856","2020-08-10 01:39:31.587053","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xb1be A JX5nT3mx.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2857","2020-08-10 01:39:31.599378","8.8.8.8","192.168.38.104","DNS","203","Standard query response 0xb1be No such name A JX5nT3mx.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA pdns1.ultradns.net"
"2858","2020-08-10 01:39:31.600309","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xd087 A JX5nT3mx.reddshrimpandherring.com.windomain.local"
"2859","2020-08-10 01:39:31.611839","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0xd087 No such name A JX5nT3mx.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2860","2020-08-10 01:39:31.612828","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x17e9 A Q9yUm/uO.reddshrimpandherring.com"
"2861","2020-08-10 01:39:31.621048","18.217.1.57","192.168.38.104","TCP","54","80  >  63656 [ACK] Seq=1 Ack=450 Win=62336 Len=0"
"2862","2020-08-10 01:39:31.621120","18.217.1.57","192.168.38.104","TCP","66","80  >  63659 [SYN, ACK] Seq=0 Ack=1 Win=62727 Len=0 MSS=1460 SACK_PERM=1 WS=128"
"2863","2020-08-10 01:39:31.621169","192.168.38.104","18.217.1.57","TCP","54","63659  >  80 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"2864","2020-08-10 01:39:31.622203","18.217.1.57","192.168.38.104","TCP","71","80  >  63656 [PSH, ACK] Seq=1 Ack=450 Win=62336 Len=17 [TCP segment of a reassembled PDU]"
"2865","2020-08-10 01:39:31.622311","18.217.1.57","192.168.38.104","HTTP","263","HTTP/1.0 200 OK  (text/html)"
"2866","2020-08-10 01:39:31.622336","192.168.38.104","18.217.1.57","TCP","54","63656  >  80 [ACK] Seq=450 Ack=228 Win=262400 Len=0"
"2867","2020-08-10 01:39:31.624722","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0x17e9 No such name A Q9yUm/uO.reddshrimpandherring.com SOA a.gtld-servers.net"
"2868","2020-08-10 01:39:31.628885","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x597c A Q9yUm/uO.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2869","2020-08-10 01:39:31.629352","192.168.38.104","18.217.1.57","TCP","54","63656  >  80 [FIN, ACK] Seq=450 Ack=228 Win=262400 Len=0"
"2870","2020-08-10 01:39:31.649249","8.8.8.8","192.168.38.104","DNS","203","Standard query response 0x597c No such name A Q9yUm/uO.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA pdns1.ultradns.net"
"2871","2020-08-10 01:39:31.650821","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xe559 A Q9yUm/uO.reddshrimpandherring.com.windomain.local"
"2872","2020-08-10 01:39:31.660341","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0xe559 No such name A Q9yUm/uO.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2873","2020-08-10 01:39:31.661401","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xb72a A GBsIaOVw.reddshrimpandherring.com"
"2874","2020-08-10 01:39:31.679464","18.217.1.57","192.168.38.104","TCP","54","80  >  63656 [ACK] Seq=228 Ack=451 Win=62336 Len=0"
"2875","2020-08-10 01:39:31.704249","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0xb72a No such name A GBsIaOVw.reddshrimpandherring.com SOA a.gtld-servers.net"
"2876","2020-08-10 01:39:31.705308","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x9b59 A GBsIaOVw.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2877","2020-08-10 01:39:31.715629","8.8.8.8","192.168.38.104","DNS","203","Standard query response 0x9b59 No such name A GBsIaOVw.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA pdns1.ultradns.net"
"2878","2020-08-10 01:39:31.716718","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x2673 A GBsIaOVw.reddshrimpandherring.com.windomain.local"
"2879","2020-08-10 01:39:31.728169","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0x2673 No such name A GBsIaOVw.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2880","2020-08-10 01:39:31.729336","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xdbf8 A udbwL8HA.reddshrimpandherring.com"
"2881","2020-08-10 01:39:31.750704","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0xdbf8 No such name A udbwL8HA.reddshrimpandherring.com SOA a.gtld-servers.net"
"2882","2020-08-10 01:39:31.751759","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x1e52 A udbwL8HA.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2883","2020-08-10 01:39:31.761935","8.8.8.8","192.168.38.104","DNS","205","Standard query response 0x1e52 No such name A udbwL8HA.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA dns-external-master.amazon.com"
"2884","2020-08-10 01:39:31.762832","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xf8bd A udbwL8HA.reddshrimpandherring.com.windomain.local"
"2885","2020-08-10 01:39:31.772483","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0xf8bd No such name A udbwL8HA.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2886","2020-08-10 01:39:31.773460","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x6966 A UtR5YJk0.reddshrimpandherring.com"
"2887","2020-08-10 01:39:31.786609","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0x6966 No such name A UtR5YJk0.reddshrimpandherring.com SOA a.gtld-servers.net"
"2888","2020-08-10 01:39:31.787555","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x9dbc A UtR5YJk0.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2889","2020-08-10 01:39:31.798561","8.8.8.8","192.168.38.104","DNS","205","Standard query response 0x9dbc No such name A UtR5YJk0.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA dns-external-master.amazon.com"
"2890","2020-08-10 01:39:31.799444","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x247f A UtR5YJk0.reddshrimpandherring.com.windomain.local"
"2891","2020-08-10 01:39:31.809026","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0x247f No such name A UtR5YJk0.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2892","2020-08-10 01:39:31.809895","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x70d2 A hTid4evh.reddshrimpandherring.com"
"2893","2020-08-10 01:39:31.822824","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0x70d2 No such name A hTid4evh.reddshrimpandherring.com SOA a.gtld-servers.net"
"2894","2020-08-10 01:39:31.823819","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x8e3b A hTid4evh.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2895","2020-08-10 01:39:31.833939","8.8.8.8","192.168.38.104","DNS","203","Standard query response 0x8e3b No such name A hTid4evh.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA pdns1.ultradns.net"
"2896","2020-08-10 01:39:31.834748","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x213c A hTid4evh.reddshrimpandherring.com.windomain.local"
"2897","2020-08-10 01:39:31.844146","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0x213c No such name A hTid4evh.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2898","2020-08-10 01:39:31.845052","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x2872 A ky4GGyGX.reddshrimpandherring.com"
"2899","2020-08-10 01:39:31.888081","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0x2872 No such name A ky4GGyGX.reddshrimpandherring.com SOA a.gtld-servers.net"
"2900","2020-08-10 01:39:31.889088","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xc256 A ky4GGyGX.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2901","2020-08-10 01:39:31.899858","8.8.8.8","192.168.38.104","DNS","205","Standard query response 0xc256 No such name A ky4GGyGX.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA dns-external-master.amazon.com"
"2902","2020-08-10 01:39:31.901149","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x4f42 A ky4GGyGX.reddshrimpandherring.com.windomain.local"
"2903","2020-08-10 01:39:31.904487","192.168.38.104","18.217.1.57","TCP","66","63660  >  80 [SYN] Seq=0 Win=62727 Len=0 MSS=8961 WS=256 SACK_PERM=1"
"2904","2020-08-10 01:39:31.905497","192.168.38.104","18.217.1.57","HTTP","503","GET /flag HTTP/1.1 "
"2905","2020-08-10 01:39:31.910493","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0x4f42 No such name A ky4GGyGX.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2906","2020-08-10 01:39:31.911488","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x0c11 A XJbKd2Gc.reddshrimpandherring.com"
"2907","2020-08-10 01:39:31.954890","18.217.1.57","192.168.38.104","TCP","66","80  >  63660 [SYN, ACK] Seq=0 Ack=1 Win=62727 Len=0 MSS=1460 SACK_PERM=1 WS=128"
"2908","2020-08-10 01:39:31.954965","192.168.38.104","18.217.1.57","TCP","54","63660  >  80 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"2909","2020-08-10 01:39:31.955153","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0x0c11 No such name A XJbKd2Gc.reddshrimpandherring.com SOA a.gtld-servers.net"
"2910","2020-08-10 01:39:31.956362","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x653b A XJbKd2Gc.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2911","2020-08-10 01:39:31.956885","18.217.1.57","192.168.38.104","TCP","54","80  >  63659 [ACK] Seq=1 Ack=450 Win=62336 Len=0"
"2912","2020-08-10 01:39:31.958138","18.217.1.57","192.168.38.104","TCP","71","80  >  63659 [PSH, ACK] Seq=1 Ack=450 Win=62336 Len=17 [TCP segment of a reassembled PDU]"
"2913","2020-08-10 01:39:31.958262","18.217.1.57","192.168.38.104","HTTP","263","HTTP/1.0 200 OK  (text/html)"
"2914","2020-08-10 01:39:31.958339","192.168.38.104","18.217.1.57","TCP","54","63659  >  80 [ACK] Seq=450 Ack=228 Win=262400 Len=0"
"2915","2020-08-10 01:39:31.959371","192.168.38.104","18.217.1.57","TCP","54","63659  >  80 [FIN, ACK] Seq=450 Ack=228 Win=262400 Len=0"
"2916","2020-08-10 01:39:31.974879","8.8.8.8","192.168.38.104","DNS","203","Standard query response 0x653b No such name A XJbKd2Gc.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA pdns1.ultradns.net"
"2917","2020-08-10 01:39:31.976441","192.168.38.104","8.8.8.8","DNS","109","Standard query 0xc841 A XJbKd2Gc.reddshrimpandherring.com.windomain.local"
"2918","2020-08-10 01:39:31.986031","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0xc841 No such name A XJbKd2Gc.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2919","2020-08-10 01:39:31.987095","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x164c A yHINlfmQ.reddshrimpandherring.com"
"2920","2020-08-10 01:39:31.998349","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0x164c No such name A yHINlfmQ.reddshrimpandherring.com SOA a.gtld-servers.net"
"2921","2020-08-10 01:39:31.999375","192.168.38.104","8.8.8.8","DNS","131","Standard query 0xa88b A yHINlfmQ.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2922","2020-08-10 01:39:32.009870","8.8.8.8","192.168.38.104","DNS","205","Standard query response 0xa88b No such name A yHINlfmQ.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA dns-external-master.amazon.com"
"2923","2020-08-10 01:39:32.010721","18.217.1.57","192.168.38.104","TCP","54","80  >  63659 [ACK] Seq=228 Ack=451 Win=62336 Len=0"
"2924","2020-08-10 01:39:32.010774","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x8885 A yHINlfmQ.reddshrimpandherring.com.windomain.local"
"2925","2020-08-10 01:39:32.020897","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0x8885 No such name A yHINlfmQ.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2926","2020-08-10 01:39:32.021837","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xa80b A TerVtBw4.reddshrimpandherring.com"
"2927","2020-08-10 01:39:32.035855","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0xa80b No such name A TerVtBw4.reddshrimpandherring.com SOA a.gtld-servers.net"
"2928","2020-08-10 01:39:32.036853","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x062e A TerVtBw4.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2929","2020-08-10 01:39:32.047492","8.8.8.8","192.168.38.104","DNS","205","Standard query response 0x062e No such name A TerVtBw4.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA dns-external-master.amazon.com"
"2930","2020-08-10 01:39:32.048478","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x5e37 A TerVtBw4.reddshrimpandherring.com.windomain.local"
"2931","2020-08-10 01:39:32.058316","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0x5e37 No such name A TerVtBw4.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2932","2020-08-10 01:39:32.059314","192.168.38.104","8.8.8.8","DNS","93","Standard query 0xc778 A rgiQTZeg.reddshrimpandherring.com"
"2933","2020-08-10 01:39:32.080064","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0xc778 No such name A rgiQTZeg.reddshrimpandherring.com SOA a.gtld-servers.net"
"2934","2020-08-10 01:39:32.081237","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x4330 A rgiQTZeg.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"2935","2020-08-10 01:39:32.091659","8.8.8.8","192.168.38.104","DNS","205","Standard query response 0x4330 No such name A rgiQTZeg.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA dns-external-master.amazon.com"
"2936","2020-08-10 01:39:32.092620","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x0e09 A rgiQTZeg.reddshrimpandherring.com.windomain.local"
"2937","2020-08-10 01:39:32.101977","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0x0e09 No such name A rgiQTZeg.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"2938","2020-08-10 01:39:32.103007","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x0d31 A mqqZKNFc.reddshrimpandherring.com"
"2939","2020-08-10 01:39:32.116590","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0x0d31 No such name A mqqZKNFc.reddshrimpandherring.com SOA a.gtld-servers.net"
"2940","2020-08-10 01:39:32.117614","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x0f65 A mqqZKNFc.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
